Classification Name,Classification Code,Time,Time Code,Country Name,Country Code, ,1000000:GROSS DOMESTIC PRODUCT [1000000],9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE [9100000],9020000:ACTUAL INDIVIDUAL CONSUMPTION [9020000],1101000:FOOD AND NON-ALCOHOLIC BEVERAGES [1101000],1101100:FOOD [1101100],1101110:Bread and cereals [1101110],1101120:Meat [1101120],1101130:Fish and seafood [1101130],"1101140:Milk, cheese and eggs [1101140]",1101150:Oils and fats [1101150],1101160:Fruit [1101160],1101170:Vegetables [1101170],"1101180:Sugar, jam, honey, chocolate and confectionery [1101180]",1101190:Food products n.e.c. (Class) [1101190],1101200:NON-ALCOHOLIC BEVERAGES [1101200],"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS [1102000]",1102100:ALCOHOLIC BEVERAGES [1102100],1102200:TOBACCO [1102200],1103000:CLOTHING AND FOOTWEAR [1103000],"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS [9060000]","1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE [1105000]",9080000:ACTUAL HEALTH [9080000],1107000:TRANSPORT [1107000],1107100:PURCHASE OF VEHICLES [1107100],1107300:TRANSPORT SERVICES [1107300],1108000:COMMUNICATION [1108000],9110000:ACTUAL RECREATION AND CULTURE [9110000],9120000:ACTUAL EDUCATION [9120000],1111000:RESTAURANTS AND HOTELS [1111000],9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES [9140000],1113000:NET PURCHASES ABROAD [1113000],9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING [9260000],9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE [9270000],1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT [1300000],1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT [1400000],1500000:GROSS CAPITAL FORMATION [1500000],1501000:GROSS FIXED CAPITAL FORMATION [1501000],1501100:MACHINERY AND EQUIPMENT [1501100],1501200:CONSTRUCTION [1501200],1501300:OTHER PRODUCTS [1501300],1502000:CHANGES IN INVENTORIES [1502000],1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category) [1503000],1600000:BALANCE OF EXPORTS AND IMPORTS [1600000],9250000:DOMESTIC ABSORPTION [9250000],SP.EXCHG.RATE.ICP:Exchange Rate Value [SP.EXCHG.RATE.ICP],SP.POP.TOTL.ICP:Population [SP.POP.TOTL.ICP],SP.POP.TOTL.ICP.ZS:Population shares (World=100) [SP.POP.TOTL.ICP.ZS]
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Dominican Republic,DOM,,7608.974,5284.453,5700.158,1450.426,1318.982,184.162,318.072,13.483,199.762,61.538,290.117,133.987,46.225,71.635,131.444,260.454,220.399,40.055,102.961,1041.111,179.91,404.008,583.784,160.993,421.103,178.3,167.416,469.78,412.966,503.033,-53.991,4680.471,832.319,415.705,416.613,1709.88,1805.629,452.054,1341.13,12.445,-95.749,0,-217.677,7826.651,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Ecuador,ECU,,6213.501,3722.171,4208.245,900.146,821.566,165.026,179.608,69.682,126.694,45.07,58.495,32.789,48.78,95.423,78.58,132.579,117.604,14.976,133.904,447.128,333.503,383.315,512.994,112.75,272.1,155.188,159.912,392.447,217.303,505.23,-65.404,3403.073,905.385,486.073,419.312,1632.924,1578.534,387.131,1116.611,74.791,54.391,0,-46.979,6260.481,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,El Salvador,SLV,,3902.235,3262.594,3528.175,1012.877,879.194,217.071,156.268,29.233,143.874,23.289,46.371,35.746,39.433,187.909,133.682,61.888,50.231,11.657,173.384,461.935,169.176,250.642,267.781,43.507,138.014,155.796,112.168,187.796,258.531,388.861,27.34,2969.632,634.847,265.581,369.265,648.406,607.316,254.473,323.346,29.496,41.09,0,-643.611,4545.846,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Grenada,GRD,,10163.63,9169.766,9714.832,1952.882,1817.85,381.892,364.775,250.993,264.688,82.763,57.073,193.602,140.284,81.782,135.032,175.337,118.698,56.639,433.439,1864.25,405.558,337.426,1796.443,536.229,737.044,962.217,260.053,473.811,173.536,777.304,102.576,8152.768,1184.925,545.066,639.86,2232.929,2304.108,935.236,1368.873,0,-71.179,0,-2423.991,12587.62,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Guyana,GUY,,4463.071,2855.407,3189.814,781.141,728.848,167.312,137.733,46.727,85.651,43.53,44.573,147.287,29.995,26.042,52.293,112.01,100.445,11.565,65.071,796.002,201.409,185.696,404.416,200.784,137.561,122.313,6.374,164.885,53.785,265.423,31.291,2460.092,876.547,334.407,542.14,1387.644,1387.644,625.927,692.169,69.547,0,0,-656.527,5119.598,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Haiti,HTI,,839.91,802.936,883.442,474.553,472.764,242.164,57.562,21.138,16.424,25.775,5.121,57.805,20.731,26.045,1.789,18.694,5.4,8.862,55.802,92.424,27.229,34.516,41.956,10.612,10.343,3.284,49.749,62.942,1.632,20.661,0,769.52,88.474,80.506,7.968,223.591,223.252,5.672,217.366,0.215,0,0.339,-275.092,1115.001,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Honduras,HND,,2443.242,1876.918,2041.689,589.181,470.577,110.253,93.462,10.425,85.121,30.951,28.195,43.748,33.841,34.582,118.604,86.763,50.265,36.499,101.901,229.427,83.299,147.535,206.667,52.366,72.919,74.936,84.268,161.549,118.98,156.783,0.399,1751.5,329.799,164.771,165.028,606.43,574.947,264.583,236.975,73.389,31.483,0,-369.904,2813.147,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Jamaica,JAM,,5080.208,3986.577,4317.022,1307.738,1195.566,228.06,175.321,79.672,74.032,35.556,132.927,343.285,49.002,77.711,112.172,84.673,69.02,15.652,105.682,509.009,289.03,326.309,693.142,149.146,190.155,84.31,390.371,316.106,620.534,517.001,-926.884,3706.784,681.613,330.445,351.168,1144.862,1122.191,545.924,537.288,38.979,22.672,0,-732.844,5813.052,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Mexico,MEX,,9384.708,6125.121,6700.935,1516.042,1347.508,281.609,437.158,35.869,155.679,68.438,89.761,89.663,62.721,126.611,168.535,194.17,128.389,65.781,180.898,1090.943,355.152,449.641,1133.883,324.025,406.88,135.177,347.238,400.398,302.256,681.016,-85.88,5262.805,1091.292,575.813,515.478,2338.576,2076.701,862.561,1154.417,59.723,261.875,0,-170.281,9554.99,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Montserrat,MSR,,12030.349,9712.303,11257.031,1767.298,1523.962,391.175,345.033,162.96,174.364,16.929,60.933,165.514,56.655,150.399,243.337,236.908,213.897,23.012,141.388,2380.944,490.793,1138.657,2531.224,167.493,1142.371,709.286,543.437,507.201,36.17,1194.541,-420.818,8253.338,6510.512,1544.728,4965.785,2068.838,1873.305,334.403,1427.434,111.468,195.533,0,-6261.305,18291.654,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Nicaragua,NIC,,2168.195,1537.093,1696.674,478.009,402.345,100.087,97.027,8.779,77.794,16.11,12.107,55.331,17.378,17.731,75.664,52.581,38.937,13.643,47.343,206.673,82.063,144.683,183.669,27.984,73.012,55.084,95.537,128.054,114.985,130.595,-22.602,1418.443,318.64,159.581,159.059,607.755,563.777,215.813,261.013,86.95,43.979,0,-295.294,2463.489,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Panama,PAN,,15166.121,7630.119,8405.162,1517.155,1378.762,250.106,450.664,115.858,185.547,30.327,45.625,90.772,40.839,169.026,138.392,244.989,219.826,25.162,649.577,1323.886,305.959,1011.697,1116.895,335.182,395.759,233.939,682,535.339,761.568,788.829,-766.669,6526.04,1672.822,775.043,897.779,6325.429,6020.214,1110.598,4909.615,0,305.216,0,-462.249,15628.37,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Paraguay,PRY,,5738.444,3667.289,3952.531,977.785,888.511,195.847,278.174,7.017,162.243,42.288,24.269,35.556,21.786,121.331,89.274,127.699,117.769,9.93,144.122,494.279,461.034,275.282,425.195,104.934,205.805,130.981,152.395,223.443,215.115,325.202,0,3345.813,620.795,285.242,335.554,1216.198,1101.004,401.274,655.099,44.631,115.195,0,234.162,5504.282,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Peru,PER,,6711.537,4305.432,4653.913,939.969,862.301,190.228,188.33,44.312,99.364,26.851,78.509,135.137,48.254,51.316,77.668,74.43,66.879,2.318,226.431,389.954,174.43,348.938,576.905,85.112,418.185,203.913,265.94,433.594,524.563,494.845,0,4070.286,886.747,348.481,538.266,1390.081,1383.086,416.545,880.485,86.057,6.995,0,129.277,6582.26,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Sint Maarten,SXM,,24461.377,17648.982,18744.304,1585.056,1395.183,207.559,247.256,71.93,148.108,39.008,110.555,156.645,50.76,363.362,189.873,55.89,49.191,6.699,931.353,7792.871,811.381,610.946,2165.316,1021.83,598.004,925.764,709.227,586.752,308.811,2260.937,0,11786.836,4811.983,1095.322,3716.661,4318.946,4318.946,2267.466,1228.921,822.559,0,0,-2318.536,26779.912,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,St. Kitts and Nevis,KNA,,18105.343,12395.068,13554.714,2233.107,1904.879,454.356,353.348,203.21,207.873,60.058,104.445,311.72,71.67,138.2,328.228,373.237,371.665,1.572,578.419,3557.22,856.061,790.342,1223.144,242.721,387.098,701.112,478.801,732.3,770.383,1260.588,0,9906.582,3103.92,1159.647,1944.274,5601.264,5599.024,1288.928,4104.853,205.243,2.24,0,-2994.909,21100.252,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,St. Lucia,LCA,,9413.443,3264.08,3559.913,499.965,448.02,61.833,88.708,58.375,41.146,20.235,62.796,48.759,15.898,50.268,51.945,65.635,56.623,9.012,129.985,316.54,138.794,348.894,807.135,111.294,345.046,63.628,181.972,429.096,138.035,440.232,0,3050.93,2212.583,295.832,1916.75,1376.045,1376.045,475.919,895.228,4.898,0,0,2560.735,6852.708,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,St. Vincent and the Grenadines,VCT,,7701.806,5730.233,6353.527,1283.566,1237.308,191.31,176.006,68.499,121.136,44.123,85.462,419.29,70.198,61.284,46.257,214.684,156,58.684,129.728,1261.133,235.634,270.649,1000.525,235.682,625.812,337.392,291.652,362.906,98.814,684.37,182.473,4892.18,1512.981,623.294,889.687,1888.752,1851.312,501.879,1209.293,140.14,37.439,0,-1430.16,9131.965,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Suriname,SUR,,5580.259,2889.287,3250.602,1166.068,1042.515,296.454,232.946,66.772,131.76,88.362,10.67,157.391,31.028,27.132,123.553,82.543,28.926,53.617,103.95,412.055,138.664,365.655,337.49,58.719,36.029,112.908,111.534,7.111,39.177,373.447,0,2828.952,946.888,361.315,585.573,1847.301,2068.807,1736.025,330.76,2.022,8.388,-229.895,-103.217,5683.476,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Trinidad and Tobago,TTO,,16458.191,10457.905,12431.744,1778.324,1641.465,309.222,298.077,116.575,192.37,91.728,159.176,262.218,78.449,133.65,136.859,112.081,109.992,2.088,529.892,2955.405,543.717,1334.212,1643.702,551.015,655.744,410.682,901.759,1118.131,304.538,810.88,-11.579,8403.871,2238.101,1973.84,264.261,2310.352,2032.891,1045.312,944.303,43.276,277.461,0,1451.833,15006.358,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Turks and Caicos Islands,TCA,,26446.788,10737.446,11640.475,1628.653,1464.117,195.855,280.982,184.903,130.328,19.989,198.906,243.574,50.358,159.224,164.536,207.898,179.352,28.547,411.967,1243.965,457.683,1089.73,2722.264,375.379,1235.751,201.54,615.162,1229.967,437.223,1394.424,0,10026.765,5722.557,903.029,4819.528,4272.719,4272.719,1492.972,2779.746,0,0,0,5714.066,20732.722,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Uruguay,URY,,17322.179,11641.515,13091.522,2338.362,2093.899,514.162,604.947,52.219,310.882,57.626,110.056,305.895,111.29,26.821,244.463,296.822,120.885,175.938,569.594,2688.438,700.753,1608.219,932.755,208.686,368.346,499.7,428.771,895.918,877.124,1009.982,245.083,9548.265,2517.937,1450.007,1067.93,2626.732,2853.55,667.413,1963.935,222.202,-226.818,0,535.994,16786.184,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,"Virgin Islands, British",VGB,,43642.027,15319.373,16198.809,3628.724,3348.669,591.454,822.829,141.752,392.426,106.278,408.25,667.804,96.012,121.863,280.055,496.514,370.051,126.462,772.225,824.813,966.141,1325.265,2236.999,836.163,822.943,943.314,1056.559,989.319,2030.812,857.143,70.984,14722.169,3700.873,879.436,2821.437,9593.807,10434.589,4333.933,5328.107,772.549,-840.681,-0.101,15027.974,28614.053,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Middle East & North Africa (ICP),MEB,,8163.994,3975.63,4685.494,952.208,892.117,151.72,234.571,52.432,106.073,52.113,91.767,122.165,46.756,34.52,60.091,57.906,7.665,49.814,297.676,931.083,217.048,396.787,430.228,141.471,127.949,165.105,161.426,447.365,161.662,398.537,68.464,3281.611,1526.373,709.864,816.509,2350.946,1941.26,679.455,1051.863,209.942,409.667,0.019,311.045,7852.949,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Algeria,DZA,,4047.763,1757.399,2201.362,781.45,760.153,75.428,190.198,9.884,71.891,35.271,71.959,213.107,24.346,68.068,21.297,30.006,4.447,25.559,80.79,102.531,55.78,126.238,309.786,41.039,221.047,156.105,40.088,177.46,59.796,289.827,-8.493,1721.26,770.805,443.963,326.841,1959.301,1674.497,625.865,929.276,119.356,284.804,0,-439.741,4487.504,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Bahrain,BHR,,23517.218,9916.345,11514.133,1353.953,1235.201,182.75,201.459,157.026,191.867,42.555,181.558,159.01,68.006,50.97,118.752,37.074,7.163,29.911,574.12,2049.18,715.058,987.458,1050.792,434.817,113.507,468.546,749.783,1211.805,444.753,638.864,1232.749,8244.815,3922.649,1597.788,2324.861,7775.74,6727.101,1885.111,4825.175,16.815,1048.639,,1902.485,21614.733,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Djibouti,DJI,,3100.412,1995.601,2182.019,515.647,478.221,120.595,81.09,49.901,60.297,22.871,22.871,89.407,14.555,16.634,37.426,228.715,126.833,101.882,97.452,440.019,126.608,227.497,308.278,104.073,71.135,86.911,94.393,103.452,87.324,145.347,-279.625,1704.554,391.554,186.418,205.136,1016.025,1095.814,617.72,402.474,75.62,-79.789,0,-302.768,3403.18,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,"Egypt, Arab Rep.",EGY,,2439.399,2141.736,2243.278,857.422,824.743,113.686,249.633,63.926,117.121,63.933,50.777,109.898,40.416,15.353,32.68,45.886,0.053,45.834,132.163,291.064,111.293,227.613,168.695,52.465,77.564,71.564,49.64,110.741,51.39,150.852,-25.046,1940.908,217.87,101.541,116.329,378.932,365.627,176.378,179.205,10.044,13.306,0,-299.141,2738.539,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,"Iran, Islamic Rep.",IRN,,6294.349,3008.805,3177.347,608.697,580.592,168.248,116.409,16.921,68.405,30.424,76.203,56.245,26.083,21.653,28.105,13.175,0,11.412,629.682,768.354,89.981,248.79,180.588,52.667,44.422,64.113,40.74,66.778,26.968,358.046,81.434,2354.245,916.663,168.541,748.121,2224.688,1122.248,404.596,716.315,1.337,1102.44,,144.193,6150.156,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Iraq,IRQ,,4427.489,2445.126,2732.964,759.286,723.369,128.248,153.809,21.112,88.227,36.2,74.077,155.114,52.954,13.627,35.918,16.727,0.107,16.62,155.468,604.343,155.197,183.539,358.425,199.859,76.41,71.906,41.131,244.985,27.258,114.699,,2057.923,774.819,287.838,486.981,824.953,784.232,375.702,396.289,12.241,40.722,,382.59,4044.898,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Israel,ISR,,40558.496,22167.683,27179.513,3480.706,3099.401,581.49,776.15,139.781,386.066,120.366,468.904,304.557,131.8,190.285,381.306,600.248,189.635,410.613,593.401,5627.591,1191.007,2558.634,3112.003,741.54,1095.513,594.423,1569.433,2967.334,1525.18,3474.387,-114.834,17689.693,9197.613,5011.829,4185.784,8721.583,8432.984,2012.395,4599.982,1820.607,288.599,0,471.617,40086.88,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Jordan,JOR,,4076.567,3495.183,3689.65,769.443,688.697,100.424,141.123,12.531,108.96,54.486,58.326,90.633,69.657,52.556,80.746,134.243,0.448,133.795,123.84,716.051,154.502,205.908,496.941,177.669,98.316,84.716,83.057,239.197,86.01,390.167,205.577,2966.945,612.058,194.468,417.591,831.603,801.766,102.86,588.923,109.983,29.837,,-862.277,4938.844,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Kuwait,KWT,,28627.634,12074.457,15653.587,1421.127,1311.114,175.76,365.424,138.667,142.348,53.814,136.738,174.028,61.016,63.319,110.013,33.501,,33.501,678.392,2540.346,1051.021,1293.683,690.563,118.168,195.008,356.415,711.116,2054.001,278.583,878.602,3666.238,10028.268,7359.979,3579.131,3780.848,8512.225,8381.801,40.196,3982.194,4359.411,130.425,,680.973,27946.661,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Malta,MLT,,27254.344,12031.004,14897.09,1765.705,1486.354,290.557,319.087,126.993,147.357,56.412,136.373,204.548,136.906,68.119,279.351,581.969,194.323,345.642,687.844,1496.703,994.619,1956.338,1712.23,440.904,391.268,519.203,1649.348,1265.143,2946.522,2165.51,-2844.043,11008.102,4189.174,2866.086,1323.087,5249.428,5589.905,1739.967,2771.233,1078.705,-355.91,15.432,5784.739,21469.605,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Morocco,MAR,,3148.318,1823.494,2070.009,697.271,651.71,143.996,173.2,22.783,61.705,82.269,73.264,48.491,35.655,10.346,45.561,61.096,9.89,51.206,76.568,296.556,83.36,110.716,262.526,68.698,89.311,91.69,59.97,210.892,112.799,184.462,-177.897,1669.115,597.542,246.515,351.027,1027.908,901.76,313.097,441.611,147.051,126.149,0,-300.626,3448.944,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Oman,OMN,,15482.149,6444.081,8071.839,1486.469,1360.672,207.893,375.098,117.187,184.668,45.402,175.791,159.777,58.114,36.741,125.797,8.976,2.081,6.896,382.05,1635.015,229.693,594.07,1208.775,696.087,114.14,370.633,218.01,1039.225,255.183,514.847,128.893,5088.815,4340.524,1627.758,2712.766,4258.195,4235.357,501.742,3029.23,704.385,22.838,,439.349,15042.8,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Qatar,QAT,,61099.22,15018.994,18996.615,1475.17,1400.4,193.002,319.303,168.807,160.532,50.041,165.363,229.091,78.25,36.011,74.769,88.994,41.674,47.32,437.383,4195.673,735.949,1643.702,2648.286,690.793,1375.519,456.5,2303.475,1938.17,1092.858,1980.456,,11041.749,10392.332,3977.621,6414.711,27265.111,27265.111,9306.439,15232.161,2726.511,,,8422.784,52676.437,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Saudi Arabia,SAU,,21113.961,8755.315,11319.727,1781.8,1617.234,222.99,552.543,154.915,158.499,58.648,159.121,152.197,88.549,69.772,164.566,86.866,,86.866,520.141,2352.394,706.316,840.027,883.591,332.389,92.8,543.574,367.07,1804.912,473.018,606.598,353.42,7054.732,5101.172,2564.412,2536.76,6093.898,5126.254,2392.514,2210.552,523.188,967.644,,1163.577,19950.385,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Tunisia,TUN,,3492.044,2515.825,2842.361,607.883,575.372,82.685,96.31,36.328,80.544,48.203,71.162,91.614,48.686,19.84,32.511,97.378,23.44,73.938,183.512,349.773,167.164,174.479,430.72,178.576,82.087,76.746,132.534,253.995,254.272,173.485,-59.581,2267.308,725.159,326.536,398.623,681.435,660.941,177.939,413.665,69.336,20.494,0,-430.374,3922.418,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,United Arab Emirates,ARE,,40594.348,15024.802,19029.629,2118.648,1911.292,294.626,386.609,183.112,226.741,75.07,261.195,269.762,131.23,82.946,207.356,51.439,11.373,40.066,503.127,5928.229,778.056,2520.376,1274.341,522.458,205.382,845.092,795.877,1936.002,723.238,1555.203,,10856.567,5652.878,4004.827,1648.051,9893.243,8737.755,2881.325,5399.622,456.808,1155.489,,10023.425,30570.923,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,West Bank and Gaza,PSE,,3254.89,2863.938,3278.525,828.159,763.303,134.479,210.878,20.831,75.116,39.527,74.977,138.849,42.17,26.477,64.856,142,0.242,141.758,145.229,326.935,126.117,200.356,381.128,118.971,154.465,119.596,115.75,312.607,78.685,361.456,140.508,2773.03,855.318,414.588,440.73,742.122,729.617,112.608,592.512,24.497,12.505,,-1206.488,4461.377,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,North America (ICP),NAB,,58495.659,39381.722,43302.837,2530.664,2243.018,418.039,503.074,49.383,265.115,68.239,138.033,228.608,164.088,408.439,287.646,739.917,423.882,305.518,1187.199,7482.648,1632.641,8808.713,3850.804,1415.026,472.11,805.481,3600.846,3622.591,2708.07,6411.017,-77.755,33194.647,8597.649,3921.115,4676.534,12203.408,12083.642,3368.101,5259.105,3456.436,119.766,0,-1687.12,60182.779,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Bermuda,BMU,,98868.136,52095.758,61154.508,6135.832,5296.661,731.195,1246.341,359.499,788.111,144.032,540.701,750.36,163.778,572.643,839.171,1883.878,1549.681,334.197,1027.48,17217.012,1757.835,4934.867,4315.88,1112.291,1422.656,1675.919,6851.882,4636.086,7618.543,7293.095,-4193.8,37048.245,15815.486,9058.75,6756.736,13764.636,13764.636,6439.957,7324.679,0,0,0,17192.257,81675.879,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Canada,CAN,,45170.739,25762.354,31542.762,2298.14,2060.011,317.168,397.493,91.123,299.876,60.798,230.938,252.638,166.239,243.739,238.129,948.742,482.922,361.622,1021.77,6162.128,1328.668,3861.027,3932.272,1773.378,522.821,684.737,2315.89,2527.823,1808.659,4401.681,251.225,20552.084,9694.84,5780.409,3914.431,10712.667,10352.31,1840.439,7173.27,1338.601,360.357,0,-999.122,46169.861,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,United States,USA,,59984.091,40908.577,44619.916,2556.076,2262.976,429.306,514.786,44.636,261.11,69.06,127.522,225.809,163.847,426.901,293.1,716.246,417.034,299.213,1205.806,7629.044,1666.75,9365.039,3841.566,1374.846,466.232,818.871,3744.504,3745.326,2808.113,6636.474,-113.899,34613.533,8473.047,3711.34,4761.708,12370.501,12277.727,3539.047,5043.763,3694.918,92.774,0,-1768.034,61752.125,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,South Asia (ICP),SAB,,1888.054,1174.164,1237.505,367.295,360.58,96.85,18.381,22.661,68.114,18.445,41.83,46.249,13.963,34.088,6.715,23.036,5.755,12.381,83.092,178.365,38.17,73.586,160.545,23.427,78.725,20.843,20.703,85.878,25.797,166.865,-6.669,1057.472,196.913,63.341,133.572,597.926,515.315,158.934,271.303,85.078,62.735,19.877,-80.949,1969.003,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Bangladesh,BGD,,1623.65,1133.462,1155.35,587.998,585.57,261.206,37.686,74.899,31.318,21.755,17.238,62.075,8.27,71.123,2.428,23.027,0,12.566,68.973,188.496,37.142,41.359,47.945,8.231,32.945,5.519,18.395,64.301,26.465,45.731,0,1039.684,100.469,21.888,78.581,504.155,501.649,146.981,351.952,2.716,2.506,0,-114.436,1738.086,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Bhutan,BTN,,3476.623,1834.464,2021.218,684.843,629.318,175.312,55.876,19.215,124.161,57.638,30.39,137.497,17.636,11.592,55.524,50.626,25.548,4.88,152.269,238.335,69.91,158.277,264.51,106.427,78.604,60.077,57.648,119.669,43.254,121.798,0,1666.268,571.452,186.754,384.698,1782.075,1783.94,524.19,1193.965,65.785,-3.692,1.827,-711.367,4187.99,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,India,IND,,1949.697,1147.273,1213.596,321.791,316.924,72.506,11.894,18.286,64.069,14.57,48.411,44.024,12.408,30.756,4.867,23.945,6.853,12.224,82.132,162.428,36.622,72.062,184.673,27.978,91.433,21.936,10.65,91.306,22.927,190.094,-6.972,1036,210.088,66.323,143.765,648.532,553.677,167.21,285.085,101.382,69.395,25.459,-56.195,2005.893,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Maldives,MDV,,9897.868,3944.87,4626.209,685.617,586.301,107.357,39.206,135.369,63.351,23.468,71.161,75.296,42.268,28.824,99.317,88.107,0,67.7,137.014,1131.019,239.444,526.655,286.371,86.656,137.749,269.837,176.162,449.832,325.676,310.473,0,3265.559,1517.326,681.339,835.987,4269.789,4140.229,1537.428,2475.232,127.57,129.56,0,165.883,9731.985,,,
